read_ts,inverter,battvolt,battcurr,battsoc,battchgpower,linechgcurr,pvchgcurr,battreserve,pv1volt,pv1curr,pv1power,pv2volt,pv2curr,pv2power,pv3volt,pv3curr,pv3power,pvreserve,outvolta,outcurra,outfreq,invcurra,outw_a,outva_a,loadpercenta,normalloadw_a,outvoltb,outcurrb,invcurrb,outw_b,outva_b,loadpercentb,normalloadw_b,outvoltc,outcurrc,invcurrc,outw_c,outva_c,loadpercentc,normalloadw_c,outsumw,outsumva,sumloadpercent,generatedpowerp_a,generatedpowerp_b,generatedpowerp_c,generatedpowers_a,generatedpowers_b,generatedpowers_c,generatedpowerq_a,generatedpowerq_b,generatedpowerq_c,linevolta,linecurra,linefreq,linevoltb,linecurrb,linevoltc,linecurrc,linepowerva_a,linepowerva_b,linepowerva_c,linepowerw_a,linepowerw_b,linepowerw_c,busvoltp,busvoltn,temper1,temper2,temper3,temper4,sir,fanduty,otherreserve,gridpowerw_a,gridpowerw_b,gridpowerw_c,gridcurr_a,gridcurr_b,gridcurr_c,grid_reserve
1754009788,2,53.1,18.7,77,0,0.0,0.0,"{0,0,0,0,0}",289.4,1.0,291,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.1,6.1,50.02,5.7,1322,1426,25,0,0.0,2.7,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1314,1424,25,0,0,0,0,0,0,0,0,0,236.6,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,394.9,0.0,33.4,44.2,51.8,120.0,0,0,"{0,0,0,0,0}",56,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754010109,1,52.5,6544.7,64,483,0.0,9.8,"{0,0,0,0,0}",372.4,2.4,909,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",229.9,1.2,50.02,1.9,245,298,5,0,0.0,13.8,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,249,299,5,0,0,0,0,0,0,0,0,0,236.7,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,411.0,0.0,35.8,42.2,52.1,120.0,0,0,"{0,0,0,0,0}",58,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754010109,2,53.1,18.9,76,0,0.0,0.0,"{0,0,0,0,0}",293.5,1.1,311,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.1,6.2,50.02,5.7,1346,1426,25,0,0.0,2.6,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1353,1425,25,0,0,0,0,0,0,0,0,0,237.1,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,394.7,0.0,33.3,43.6,50.9,120.0,0,0,"{0,0,0,0,0}",56,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754010428,1,53.2,6546.9,65,351,0.0,6.6,"{0,0,0,0,0}",392.4,1.6,634,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",229.9,1.2,50.01,1.9,250,299,5,0,0.0,13.9,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,244,299,5,0,0,0,0,0,0,0,0,0,236.4,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,406.8,0.0,35.0,41.1,51.0,120.0,0,0,"{0,0,0,0,0}",58,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754010428,2,53.1,19.3,75,0,0.0,0.0,"{0,0,0,0,0}",286.0,1.0,289,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.0,6.1,50.01,5.7,1337,1426,25,0,0.0,2.4,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1350,1403,25,0,0,0,0,0,0,0,0,0,236.7,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,394.6,0.0,32.9,43.4,50.3,120.0,0,0,"{0,0,0,0,0}",56,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754010749,1,53.2,6525.2,65,1503,0.0,28.2,"{0,0,0,0,0}",403.0,4.8,1920,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.0,1.2,49.97,1.9,242,299,5,0,0.0,14.1,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,246,299,5,0,0,0,0,0,0,0,0,0,236.5,0.0,49.99,0.0,0.0,0.0,0.0,0,0,0,0,0,0,411.6,0.0,34.6,40.7,50.0,120.0,0,0,"{0,0,0,0,0}",58,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754010749,2,53.1,18.3,74,0,0.0,0.0,"{0,0,0,0,0}",271.0,1.2,334,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.0,6.1,49.97,5.7,1331,1426,25,0,0.0,2.6,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1332,1426,25,0,0,0,0,0,0,0,0,0,236.8,0.0,49.99,0.0,0.0,0.0,0.0,0,0,0,0,0,0,394.7,0.0,33.0,43.4,50.0,120.0,0,0,"{0,0,0,0,0}",56,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754011068,1,53.4,6527.4,66,1295,0.0,22.4,"{0,0,0,0,0}",387.5,3.4,1318,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",229.9,1.2,50.02,1.9,242,299,5,0,0.0,14.6,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,240,299,5,0,0,0,0,0,0,0,0,0,236.1,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,412.3,0.0,35.9,40.9,50.0,120.0,0,0,"{0,0,0,0,0}",58,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754011068,2,53.5,6541.1,74,668,0.0,12.5,"{0,0,0,0,0}",398.3,1.8,725,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",229.9,0.2,50.02,1.2,29,46,0,0,0.0,1.6,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,30,46,0,0,0,0,0,0,0,0,0,0,236.4,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,404.7,0.0,33.0,43.1,49.4,120.0,0,0,"{0,0,0,0,0}",56,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754011388,1,53.3,6524.2,68,1567,0.0,29.4,"{0,0,0,0,0}",384.5,5.1,1958,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.0,1.2,50.0,1.9,245,299,5,0,0.0,14.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,240,299,5,0,0,0,0,0,0,0,0,0,236.0,0.0,49.99,0.0,0.0,0.0,0.0,0,0,0,0,0,0,411.9,0.0,35.8,41.0,49.7,120.0,0,0,"{0,0,0,0,0}",58,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754011388,2,53.6,6542.9,74,573,0.0,10.7,"{0,0,0,0,0}",133.4,5.0,686,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",229.9,0.2,49.99,1.2,29,45,0,0,0.0,1.2,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,31,46,0,0,0,0,0,0,0,0,0,0,236.1,0.0,49.99,0.0,0.0,0.0,0.0,0,0,0,0,0,0,405.1,0.0,33.9,41.5,49.0,120.0,0,0,"{0,0,0,0,0}",55,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754011711,1,52.9,6545.0,68,481,0.0,9.4,"{0,0,0,0,0}",394.6,2.2,851,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",229.9,1.2,50.02,1.9,237,276,4,0,0.0,13.5,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,243,298,5,0,0,0,0,0,0,0,0,0,235.4,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,410.2,0.0,35.4,40.8,49.8,120.0,0,0,"{0,0,0,0,0}",58,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754011711,2,53.1,21.4,73,0,0.0,0.0,"{0,0,0,0,0}",259.0,1.0,256,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.0,6.2,50.02,5.8,1329,1426,25,0,0.0,2.5,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1349,1425,25,0,0,0,0,0,0,0,0,0,235.7,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,394.2,0.0,33.6,42.8,49.5,120.0,0,0,"{0,0,0,0,0}",56,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754012030,1,53.3,6521.1,69,1732,0.0,32.6,"{0,0,0,0,0}",384.1,5.6,2168,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.0,1.2,50.03,1.9,241,299,5,0,0.0,14.2,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,244,276,5,0,0,0,0,0,0,0,0,0,235.2,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,412.7,0.0,35.9,41.0,49.6,120.0,0,0,"{0,0,0,0,0}",57,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754012030,2,53.1,18.7,73,0,0.0,0.0,"{0,0,0,0,0}",249.2,1.5,369,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.0,6.1,50.02,5.7,1369,1449,25,0,0.0,2.6,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1346,1426,25,0,0,0,0,0,0,0,0,0,235.6,0.0,50.01,0.0,0.0,0.0,0.0,0,0,0,0,0,0,394.6,0.0,33.2,43.4,49.6,120.0,0,0,"{0,0,0,0,0}",55,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754012351,1,53.2,6522.1,71,1681,0.0,31.6,"{0,0,0,0,0}",385.0,5.4,2064,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",229.9,1.2,49.99,1.9,243,299,5,0,0.0,13.9,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,245,299,5,0,0,0,0,0,0,0,0,0,235.6,0.0,49.99,0.0,0.0,0.0,0.0,0,0,0,0,0,0,412.4,0.0,36.3,41.4,49.8,120.0,0,0,"{0,0,0,0,0}",58,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754012351,2,53.1,19.7,72,0,0.0,0.0,"{0,0,0,0,0}",298.2,0.9,269,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",229.9,6.1,49.99,5.8,1355,1426,25,0,0.0,2.6,0.0,0,0,0,0,,0.0,0.0,0,0,0,0,1350,1426,25,0,0,0,0,0,0,0,0,0,235.9,0.0,49.99,0.0,0.0,0.0,0.0,0,0,0,0,0,0,394.1,0.0,33.6,43.5,49.6,120.0,0,0,"{0,0,0,0,0}",55,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754012672,1,53.2,6521.8,72,1681,0.0,31.6,"{0,0,0,0,0}",392.7,5.3,2086,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.0,1.2,50.02,1.9,244,299,5,0,0.0,13.8,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,245,299,5,0,0,0,0,0,0,0,0,0,236.0,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,412.6,0.0,36.7,41.9,,120.0,0,0,"{0,0,0,0,0}",58,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754012672,2,53.1,19.5,71,0,0.0,0.0,"{0,0,0,0,0}",305.7,0.9,271,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.0,6.1,50.02,5.8,1334,1426,25,0,0.0,2.6,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1345,1403,25,0,0,0,0,0,0,0,0,0,236.3,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,394.2,0.0,33.6,43.5,49.6,120.0,0,0,"{0,0,0,0,0}",55,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754012995,1,53.3,6519.5,73,1822,0.0,34.3,"{0,0,0,0,0}",374.2,5.9,2213,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",230.1,1.2,50.03,1.9,248,299,5,0,0.0,13.8,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,243,299,5,0,0,0,0,0,0,0,0,0,235.3,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0,413.1,0.0,36.9,42.1,50.2,120.0,0,0,"{0,0,0,0,0}",57,0,0,1.4,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
1754012995,2,53.0,19.0,70,0,0.0,0.0,"{0,0,0,0,0}",286.0,1.1,319,0.0,0.0,0,0.0,0.0,0,"{0,0,0,0}",229.9,6.1,50.02,5.7,1323,1406,25,0,0.0,2.5,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1335,1429,25,0,0,0,0,0,0,0,0,0,235.6,0.0,50.02,0.0,0.0,0.0,0.0,0,0,0,0,0,,394.3,0.0,33.6,43.4,49.7,120.0,0,0,"{0,0,0,0,0}",56,0,0,0.8,0.0,0.0,"{0,0,0,0,0,0,0,0,0,0}"
